Individual,Trial,Predator,Board,Initial ,Total ,Temp. ,TimeScale,Treatment,Brightness.DifferencePercent,Brightness.Difference,EscapeResponse,ColourDiffPercent,ColourDiff,Pattern,Length,Size
75,3,P,H,2,5,15.3,1,PH,21.8886249,0.218886249,FAST,23.780842,0.23780842,4,114,11.4
75,4,N,H,4,5,24.8,1,NH,21.8886249,0.218886249,FAST,23.780842,0.23780842,4,114,11.4
76,1,P,U,9,16,25.4,2,PU,20.0468724,0.200468724,SLOW,17.412488,0.17412488,4,186,18.6
76,2,N,U,9,15,18.1,2,NU,20.0468724,0.200468724,SLOW,17.412488,0.17412488,4,186,18.6
76,3,P,H,18,22,15.9,2,PH,19.356683,0.19356683,SLOW,8.0136812,0.080136812,4,186,18.6
76,4,N,H,10,14,15.8,2,NH,19.356683,0.19356683,SLOW,8.0136812,0.080136812,4,186,18.6
77,1,P,U,43,62,15.6,2,PU,13.7820246,0.137820246,SLOW,22.0312491,0.220312491,4,170,17
77,2,N,U,55,57,18,2,NU,13.7820246,0.137820246,SLOW,22.0312491,0.220312491,4,170,17
77,3,P,H,40,42,18,2,PH,21.5246354,0.215246354,SLOW,27.008139,0.27008139,4,170,17
77,4,N,H,40,43,17.8,2,NH,21.5246354,0.215246354,SLOW,27.008139,0.27008139,4,170,17
78,1,P,U,46,51,17,2,PU,19.7693285,0.197693285,SLOW,7.2791313,0.072791313,4,112,11.2
78,2,N,U,27,51,16.1,2,NU,19.7693285,0.197693285,SLOW,7.2791313,0.072791313,4,112,11.2
78,3,P,H,40,62,17.7,2,PH,20.1617009,0.201617009,SLOW,11.6157918,0.116157918,4,112,11.2
78,4,N,H,14,19,16.8,2,NH,20.1617009,0.201617009,SLOW,11.6157918,0.116157918,4,112,11.2
79,1,P,U,30,37,16.5,2,PU,19.9563629,0.199563629,SLOW,14.255367,0.14255367,4,154,15.4
79,2,N,U,9,13,16.6,2,NU,19.9563629,0.199563629,SLOW,14.255367,0.14255367,4,154,15.4
79,3,P,H,13,17,15.2,2,PH,13.5380035,0.135380035,SLOW,28.3535418,0.283535418,4,154,15.4
79,4,N,H,27,46,24.8,2,NH,13.5380035,0.135380035,SLOW,28.3535418,0.283535418,4,154,15.4
81,1,P,U,46,51,15.5,2,PU,18.7120297,0.187120297,SLOW,25.2237463,0.252237463,4,221,22.1
81,2,N,U,27,33,18.1,2,NU,18.7120297,0.187120297,SLOW,25.2237463,0.252237463,4,221,22.1
81,3,P,H,16,23,19.1,2,PH,13.0508584,0.130508584,SLOW,12.4974617,0.124974617,4,221,22.1
81,4,N,H,8,14,17.4,2,NH,13.0508584,0.130508584,SLOW,12.4974617,0.124974617,4,221,22.1
82,1,P,U,18,23,17.2,2,PU,8.5123029,0.085123029,SLOW,15.6097898,0.156097898,3,212,21.2
82,2,N,U,7,8,15.9,1,NU,8.5123029,0.085123029,FAST,15.6097898,0.156097898,3,212,21.2
82,3,P,H,5,14,18.2,1,PH,1.0939456,0.010939456,FAST,5.227259,0.05227259,3,212,21.2
82,4,N,H,122,123,17.3,2,NH,1.0939456,0.010939456,SLOW,5.227259,0.05227259,3,212,21.2
83,1,P,U,32,46,16.4,2,PU,0.8216682,0.008216682,SLOW,10.6937424,0.106937424,1,150,15
83,2,N,U,45,52,16.3,2,NU,0.8216682,0.008216682,SLOW,10.6937424,0.106937424,1,150,15
83,3,P,H,108,0,15.2,2,PH,0.3253191,0.003253191,SLOW,1.4495632,0.014495632,1,150,15
83,4,N,H,43,45,25,2,NH,0.3253191,0.003253191,SLOW,1.4495632,0.014495632,1,150,15
86,1,P,U,71,82,17.8,2,PU,19.0368816,0.190368816,SLOW,18.6590718,0.186590718,2,154,15.4
86,2,N,U,55,62,15.9,2,NU,19.0368816,0.190368816,SLOW,18.6590718,0.186590718,2,154,15.4
86,3,P,H,0,0,17.8,3,PH,22.5550521,0.225550521,SLOW,7.7771937,0.077771937,2,154,15.4
86,4,N,H,19,43,16.8,2,NH,22.5550521,0.225550521,SLOW,7.7771937,0.077771937,2,154,15.4
87,1,P,U,25,27,16.9,2,PU,6.9083701,0.069083701,SLOW,8.5413696,0.085413696,5,135,13.5
87,2,N,U,33,36,15.8,2,NU,6.9083701,0.069083701,SLOW,8.5413696,0.085413696,5,135,13.5
87,3,P,H,3,5,15,1,PH,22.1306577,0.221306577,FAST,2.8034659,0.028034659,5,135,13.5
87,4,N,H,35,37,22.5,2,NH,22.1306577,0.221306577,SLOW,2.8034659,0.028034659,5,135,13.5
88,1,P,U,0,28,21.8,2,PU,19.6881281,0.196881281,SLOW,36.1240709,0.361240709,2,124,12.4
88,2,N,U,7,25,17.6,2,NU,19.6881281,0.196881281,SLOW,36.1240709,0.361240709,2,124,12.4
88,3,P,H,32,34,15.9,2,PH,12.1027819,0.121027819,SLOW,45.008383,0.45008383,2,124,12.4
88,4,N,H,20,70,15,2,NH,12.1027819,0.121027819,SLOW,45.008383,0.45008383,2,124,12.4
92,1,P,U,15,26,23.9,2,PU,22.0903503,0.220903503,SLOW,26.144987,0.26144987,2,176,17.6
92,2,N,U,22,24,17.6,2,NU,22.0903503,0.220903503,SLOW,26.144987,0.26144987,2,176,17.6
92,3,P,H,29,30,15.7,2,PH,26.3711877,0.263711877,SLOW,25.3530367,0.253530367,2,176,17.6
92,4,N,H,4,6,15.1,1,NH,26.3711877,0.263711877,FAST,25.3530367,0.253530367,2,176,17.6
93,1,P,U,69,73,15.1,2,PU,19.7967525,0.197967525,SLOW,21.9573696,0.219573696,2,277,27.7
93,2,N,U,15,21,17.4,2,NU,19.7967525,0.197967525,SLOW,21.9573696,0.219573696,2,277,27.7
93,3,P,H,0,0,17.2,3,PH,22.809061,0.22809061,SLOW,17.1889398,0.171889398,2,277,27.7
93,4,N,H,54,59,17,2,NH,22.809061,0.22809061,SLOW,17.1889398,0.171889398,2,277,27.7
96,1,P,U,12,16,22,2,PU,20.0126292,0.200126292,SLOW,5.515442,0.05515442,1,137,13.7
96,2,N,U,10,12,18.1,2,NU,20.0126292,0.200126292,SLOW,5.515442,0.05515442,1,137,13.7
96,3,P,H,5,7,15.4,1,PH,22.3290349,0.223290349,FAST,16.8840275,0.168840275,1,137,13.7
96,4,N,H,7,11,15.3,1,NH,22.3290349,0.223290349,FAST,16.8840275,0.168840275,1,137,13.7
97,1,P,U,82,92,15.3,2,PU,21.1053528,0.211053528,SLOW,43.8005233,0.438005233,2,334,33.4
97,2,N,U,0,0,17.3,3,NU,21.1053528,0.211053528,SLOW,43.8005233,0.438005233,2,334,33.4
97,3,P,H,114,125,17.4,2,PH,20.8946497,0.208946497,SLOW,35.3640927,0.353640927,2,334,33.4
97,4,N,H,0,0,16.9,3,NH,20.8946497,0.208946497,SLOW,35.3640927,0.353640927,2,334,33.4
98,1,P,U,12,18,16,2,PU,20.8305607,0.208305607,SLOW,39.8739529,0.398739529,4,194,19.4
98,2,N,U,4,19,15.2,2,NU,20.8305607,0.208305607,SLOW,39.8739529,0.398739529,4,194,19.4
98,3,P,H,16,18,17.3,2,PH,24.2636535,0.242636535,SLOW,44.3809705,0.443809705,4,194,19.4
98,4,N,H,30,31,17.2,2,NH,24.2636535,0.242636535,SLOW,44.3809705,0.443809705,4,194,19.4
99,1,P,U,0,33,21.3,2,PU,20.9837107,0.209837107,SLOW,26.8560661,0.268560661,3,122,12.2
99,2,N,U,98,104,18.1,2,NU,20.9837107,0.209837107,SLOW,26.8560661,0.268560661,3,122,12.2
99,3,P,H,17,26,15.3,2,PH,19.3941539,0.193941539,SLOW,27.9473433,0.279473433,3,122,12.2
99,4,N,H,39,47,15.3,2,NH,19.3941539,0.193941539,SLOW,27.9473433,0.279473433,3,122,12.2
100,1,P,U,72,77,15.3,2,PU,8.044278,0.08044278,SLOW,10.3766735,0.103766735,2,130,13
100,2,N,U,6,10,18.2,1,NU,8.044278,0.08044278,FAST,10.3766735,0.103766735,2,130,13
100,3,P,H,9,12,17.6,2,PH,18.0684666,0.180684666,SLOW,9.1687479,0.091687479,2,130,13
100,4,N,H,24,26,16.1,2,NH,18.0684666,0.180684666,SLOW,9.1687479,0.091687479,2,130,13
103,1,P,U,39,42,19.1,2,PU,19.3229003,0.193229003,SLOW,29.5029213,0.295029213,4,164,16.4
103,2,N,U,8,13,17.8,2,NU,19.3229003,0.193229003,SLOW,29.5029213,0.295029213,4,164,16.4
103,3,P,H,15,19,15,2,PH,22.2616202,0.222616202,SLOW,1.835407,0.01835407,4,164,16.4
103,4,N,H,9,15,15.3,2,NH,22.2616202,0.222616202,SLOW,1.835407,0.01835407,4,164,16.4
105,1,P,U,7,13,16.1,1,PU,16.1244649,0.161244649,FAST,29.2169697,0.292169697,4,161,16.1
105,2,N,U,6,10,15.2,1,NU,16.1244649,0.161244649,FAST,29.2169697,0.292169697,4,161,16.1
105,3,P,H,8,17,18.2,2,PH,25.3676757,0.253676757,SLOW,34.2101618,0.342101618,4,161,16.1
105,4,N,H,45,51,17.1,2,NH,25.3676757,0.253676757,SLOW,34.2101618,0.342101618,4,161,16.1
106,1,P,U,0,0,17.2,3,PU,18.4105561,0.184105561,SLOW,36.5484086,0.365484086,3,131,13.1
106,2,N,U,0,0,15.3,3,NU,18.4105561,0.184105561,SLOW,36.5484086,0.365484086,3,131,13.1
106,3,P,H,55,56,15.3,2,PH,15.8097789,0.158097789,SLOW,26.5490009,0.265490009,3,131,13.1
106,4,N,H,0,0,19.8,3,NH,15.8097789,0.158097789,SLOW,26.5490009,0.265490009,3,131,13.1
109,1,P,U,7,29,16.1,2,PU,9.7105923,0.097105923,SLOW,14.4860059,0.144860059,4,132,13.2
109,2,N,U,4,8,15.2,1,NU,9.7105923,0.097105923,FAST,14.4860059,0.144860059,4,132,13.2
109,3,P,H,9,20,17.9,2,PH,7.2519526,0.072519526,SLOW,9.4069823,0.094069823,4,132,13.2
109,4,N,H,27,29,17.3,2,NH,7.2519526,0.072519526,SLOW,9.4069823,0.094069823,4,132,13.2
110,1,P,U,15,17,17.3,2,PU,12.9419669,0.129419669,SLOW,8.8660944,0.088660944,5,148,14.8
110,2,N,U,18,20,15,2,NU,12.9419669,0.129419669,SLOW,8.8660944,0.088660944,5,148,14.8
110,3,P,H,36,40,15.1,2,PH,13.9670731,0.139670731,SLOW,4.949611,0.04949611,5,148,14.8
110,4,N,H,23,25,18.3,2,NH,13.9670731,0.139670731,SLOW,4.949611,0.04949611,5,148,14.8
111,1,P,U,57,110,17.3,2,PU,17.6307644,0.176307644,SLOW,47.2557489,0.472557489,4,122,12.2
111,2,N,U,62,65,17.3,2,NU,17.6307644,0.176307644,SLOW,47.2557489,0.472557489,4,122,12.2
111,3,P,H,7,38,15,2,PH,14.502306,0.14502306,SLOW,21.286582,0.21286582,4,122,12.2
111,4,N,H,17,18,15.1,2,NH,14.502306,0.14502306,SLOW,21.286582,0.21286582,4,122,12.2
112,1,P,U,16,17,14.3,2,PU,11.1478304,0.111478304,SLOW,20.370532,0.20370532,3,123,12.3
112,2,N,U,44,81,17.1,2,NU,11.1478304,0.111478304,SLOW,20.370532,0.20370532,3,123,12.3
112,3,P,H,0,0,18,3,PH,6.9536152,0.069536152,SLOW,12.803528,0.12803528,3,123,12.3
112,4,N,H,7,10,15.9,1,NH,6.9536152,0.069536152,FAST,12.803528,0.12803528,3,123,12.3
113,1,P,U,33,35,15.9,2,PU,7.2929621,0.072929621,SLOW,12.6155325,0.126155325,3,137,13.7
113,2,N,U,80,81,15,2,NU,7.2929621,0.072929621,SLOW,12.6155325,0.126155325,3,137,13.7
113,3,P,H,30,32,17.8,2,PH,6.1365615,0.061365615,SLOW,9.0192657,0.090192657,3,137,13.7
113,4,N,H,11,12,16.9,2,NH,6.1365615,0.061365615,SLOW,9.0192657,0.090192657,3,137,13.7
114,1,P,U,27,0,17.3,2,PU,16.6409778,0.166409778,SLOW,37.3676625,0.373676625,4,121,12.1
114,2,N,U,3,18,15,2,NU,16.6409778,0.166409778,SLOW,37.3676625,0.373676625,4,121,12.1
114,3,P,H,25,43,14.9,2,PH,15.2499847,0.152499847,SLOW,29.207999,0.29207999,4,121,12.1
114,4,N,H,205,209,17.3,2,NH,15.2499847,0.152499847,SLOW,29.207999,0.29207999,4,121,12.1
117,1,P,U,9,12,14.8,2,PU,0.9271681,0.009271681,SLOW,8.8288903,0.088288903,3,168,16.8
117,2,N,U,6,7,14.8,1,NU,0.9271681,0.009271681,FAST,8.8288903,0.088288903,3,168,16.8
117,3,P,H,11,14,14.7,2,PH,4.5046089,0.045046089,SLOW,3.489797,0.03489797,3,168,16.8
117,4,N,H,12,16,14.8,2,NH,4.5046089,0.045046089,SLOW,3.489797,0.03489797,3,168,16.8
118,1,P,U,44,45,14.8,2,PU,20.3226067,0.203226067,SLOW,15.5206132,0.155206132,2,174,17.4
118,2,N,U,7,8,14.8,1,NU,20.3226067,0.203226067,FAST,15.5206132,0.155206132,2,174,17.4
118,3,P,H,15,17,14.8,2,PH,18.696585,0.18696585,SLOW,34.4090558,0.344090558,2,174,17.4
118,4,N,H,7,11,14.9,1,NH,18.696585,0.18696585,FAST,34.4090558,0.344090558,2,174,17.4
120,1,P,U,20,25,14.8,2,PU,12.6244005,0.126244005,SLOW,16.7092212,0.167092212,2,439,43.9
120,2,N,U,21,25,14.6,2,NU,12.6244005,0.126244005,SLOW,16.7092212,0.167092212,2,439,43.9
120,3,P,H,5,12,14.7,1,PH,24.2198632,0.242198632,FAST,22.9523871,0.229523871,2,439,43.9
120,4,N,H,11,17,14.8,2,NH,24.2198632,0.242198632,SLOW,22.9523871,0.229523871,2,439,43.9
121,1,P,U,78,82,14.8,2,PU,14.2079366,0.142079366,SLOW,17.7849449,0.177849449,2,308,30.8
121,2,N,U,46,49,14.8,2,NU,14.2079366,0.142079366,SLOW,17.7849449,0.177849449,2,308,30.8
121,3,P,H,27,29,14.6,2,PH,30.3080724,0.303080724,SLOW,37.3676935,0.373676935,2,308,30.8
121,4,N,H,15,17,14.8,2,NH,30.3080724,0.303080724,SLOW,37.3676935,0.373676935,2,308,30.8
122,1,P,U,8,9,14.8,1,PU,3.2286412,0.032286412,FAST,15.7324526,0.157324526,5,216,21.6
122,2,N,U,3,4,14.8,1,NU,3.2286412,0.032286412,FAST,15.7324526,0.157324526,5,216,21.6
122,3,P,H,5,8,14.8,1,PH,14.5702318,0.145702318,FAST,11.9720667,0.119720667,5,216,21.6
122,4,N,H,18,19,14.7,2,NH,14.5702318,0.145702318,SLOW,11.9720667,0.119720667,5,216,21.6
123,1,P,U,10,11,14.7,2,PU,17.8228605,0.178228605,SLOW,11.9299465,0.119299465,2,157,15.7
123,2,N,U,30,33,14.7,2,NU,17.8228605,0.178228605,SLOW,11.9299465,0.119299465,2,157,15.7
123,3,P,H,10,11,14.8,2,PH,20.2087439,0.202087439,SLOW,38.5598293,0.385598293,2,157,15.7
123,4,N,H,78,80,14.8,2,NH,20.2087439,0.202087439,SLOW,38.5598293,0.385598293,2,157,15.7
124,1,P,U,10,11,14.8,2,PU,13.0593546,0.130593546,SLOW,10.3434006,0.103434006,5,164,16.4
124,2,N,U,3,4,14.7,1,NU,13.0593546,0.130593546,FAST,10.3434006,0.103434006,5,164,16.4
124,3,P,H,91,92,14.7,2,PH,16.8619746,0.168619746,SLOW,14.8893606,0.148893606,5,164,16.4
124,4,N,H,8,10,14.8,1,NH,16.8619746,0.168619746,FAST,14.8893606,0.148893606,5,164,16.4
125,1,P,U,4,5,14.8,1,PU,17.0532389,0.170532389,FAST,17.1398005,0.171398005,4,361,36.1
125,2,N,U,3,4,14.8,1,NU,17.0532389,0.170532389,FAST,17.1398005,0.171398005,4,361,36.1
125,3,P,H,3,4,14.7,1,PH,24.0993592,0.240993592,FAST,23.7426925,0.237426925,4,361,36.1
125,4,N,H,6,7,14.8,1,NH,24.0993592,0.240993592,FAST,23.7426925,0.237426925,4,361,36.1
126,1,P,U,25,29,14.8,2,PU,14.8250955,0.148250955,SLOW,4.2669981,0.042669981,2,249,24.9
126,2,N,U,10,15,14.8,2,NU,14.8250955,0.148250955,SLOW,4.2669981,0.042669981,2,249,24.9
126,3,P,H,9,17,14.8,2,PH,24.9194189,0.249194189,SLOW,24.4070297,0.244070297,2,249,24.9
126,4,N,H,39,48,14.7,2,NH,24.9194189,0.249194189,SLOW,24.4070297,0.244070297,2,249,24.9
127,1,P,U,99,105,14.6,2,PU,18.6631097,0.186631097,SLOW,2.1817648,0.021817648,4,177,17.7
127,2,N,U,129,130,14.7,2,NU,18.6631097,0.186631097,SLOW,2.1817648,0.021817648,4,177,17.7
127,3,P,H,18,20,14.8,2,PH,27.1233053,0.271233053,SLOW,20.4994075,0.204994075,4,177,17.7
127,4,N,H,10,12,14.8,2,NH,27.1233053,0.271233053,SLOW,20.4994075,0.204994075,4,177,17.7
128,1,P,U,3,5,14.8,1,PU,13.6600975,0.136600975,FAST,4.7407812,0.047407812,2,164,16.4
128,2,N,U,45,46,14.7,2,NU,13.6600975,0.136600975,SLOW,4.7407812,0.047407812,2,164,16.4
128,3,P,H,5,7,14.7,1,PH,30.1940074,0.301940074,FAST,12.3703546,0.123703546,2,164,16.4
128,4,N,H,4,7,14.8,1,NH,30.1940074,0.301940074,FAST,12.3703546,0.123703546,2,164,16.4
130,1,P,U,27,29,14.8,2,PU,17.3827216,0.173827216,SLOW,35.3555687,0.353555687,4,196,19.6
130,2,N,U,24,25,14.8,2,NU,17.3827216,0.173827216,SLOW,35.3555687,0.353555687,4,196,19.6
130,3,P,H,5,6,14.8,1,PH,19.5358246,0.195358246,FAST,43.1425346,0.431425346,4,196,19.6
130,4,N,H,28,30,14.6,2,NH,19.5358246,0.195358246,SLOW,43.1425346,0.431425346,4,196,19.6
131,1,P,U,3,4,14.7,1,PU,16.2644572,0.162644572,FAST,18.9682978,0.189682978,1,172,17.2
131,2,N,U,9,10,14.7,1,NU,16.2644572,0.162644572,FAST,18.9682978,0.189682978,1,172,17.2
131,3,P,H,3,6,14.8,1,PH,21.6105208,0.216105208,FAST,25.864215,0.25864215,1,172,17.2
131,4,N,H,28,33,14.8,2,NH,21.6105208,0.216105208,SLOW,25.864215,0.25864215,1,172,17.2
133,1,P,U,6,8,14.8,1,PU,18.579377,0.18579377,FAST,23.9350761,0.239350761,2,133,13.3
133,2,N,U,3,4,14.8,1,NU,18.579377,0.18579377,FAST,23.9350761,0.239350761,2,133,13.3
133,3,P,H,45,49,14.7,2,PH,23.9487934,0.239487934,SLOW,40.4224291,0.404224291,2,133,13.3
133,4,N,H,8,9,14.8,1,NH,23.9487934,0.239487934,FAST,40.4224291,0.404224291,2,133,13.3
134,1,P,U,4,6,14.8,1,PU,13.2728881,0.132728881,FAST,11.7166416,0.117166416,2,153,15.3
134,2,N,U,50,52,14.8,2,NU,13.2728881,0.132728881,SLOW,11.7166416,0.117166416,2,153,15.3
134,3,P,H,5,6,14.8,1,PH,14.9999275,0.149999275,FAST,6.1650695,0.061650695,2,153,15.3
134,4,N,H,21,26,14.6,2,NH,14.9999275,0.149999275,SLOW,6.1650695,0.061650695,2,153,15.3
135,1,P,U,72,83,23.6,2,PU,19.6276164,0.196276164,SLOW,10.7321894,0.107321894,2,189,18.9
135,2,N,U,0,0,22.2,3,NU,19.6276164,0.196276164,SLOW,10.7321894,0.107321894,2,189,18.9
135,3,P,H,9,22,23.2,2,PH,30.7323606,0.307323606,SLOW,5.9966914,0.059966914,2,189,18.9
135,4,N,H,12,21,21,2,NH,30.7323606,0.307323606,SLOW,5.9966914,0.059966914,2,189,18.9
136,1,P,U,0,0,21,3,PU,21.6383732,0.216383732,SLOW,1.6528035,0.016528035,2,133,13.3
136,2,N,U,130,189,20.6,2,NU,21.6383732,0.216383732,SLOW,1.6528035,0.016528035,2,133,13.3
136,3,P,H,0,0,22.2,3,PH,31.8411821,0.318411821,SLOW,4.6258885,0.046258885,2,133,13.3
136,4,N,H,68,69,22.1,2,NH,31.8411821,0.318411821,SLOW,4.6258885,0.046258885,2,133,13.3
137,1,P,U,6,93,22.1,2,PU,19.0441927,0.190441927,SLOW,8.0961098,0.080961098,2,175,17.5
137,2,N,U,25,66,21.2,2,NU,19.0441927,0.190441927,SLOW,8.0961098,0.080961098,2,175,17.5
137,3,P,H,28,51,19.3,2,PH,32.6399643,0.326399643,SLOW,3.0438067,0.030438067,2,175,17.5
137,4,N,H,20,199,20.2,2,NH,32.6399643,0.326399643,SLOW,3.0438067,0.030438067,2,175,17.5
138,1,P,U,68,79,20.1,2,PU,19.5916993,0.195916993,SLOW,5.3141308,0.053141308,4,188,18.8
138,2,N,U,45,66,22.7,2,NU,19.5916993,0.195916993,SLOW,5.3141308,0.053141308,4,188,18.8
138,3,P,H,16,30,21.2,2,PH,30.0804059,0.300804059,SLOW,3.2935865,0.032935865,4,188,18.8
138,4,N,H,14,118,23.6,2,NH,30.0804059,0.300804059,SLOW,3.2935865,0.032935865,4,188,18.8
139,1,P,U,183,0,27.2,2,PU,13.8284217,0.138284217,SLOW,15.9946517,0.159946517,2,248,24.8
139,2,N,U,0,0,24.7,3,NU,13.8284217,0.138284217,SLOW,15.9946517,0.159946517,2,248,24.8
139,3,P,H,124,127,23.2,2,PH,31.284161,0.31284161,SLOW,6.4218395,0.064218395,2,248,24.8
139,4,N,H,109,148,21.1,2,NH,31.284161,0.31284161,SLOW,6.4218395,0.064218395,2,248,24.8
140,1,P,U,63,66,22.8,2,PU,10.9681817,0.109681817,SLOW,19.2517015,0.192517015,2,497,49.7
140,2,N,U,27,65,20.8,2,NU,10.9681817,0.109681817,SLOW,19.2517015,0.192517015,2,497,49.7
140,3,P,H,82,103,24.7,2,PH,27.7097845,0.277097845,SLOW,9.0973418,0.090973418,2,497,49.7
140,4,N,H,165,168,22.8,2,NH,27.7097845,0.277097845,SLOW,9.0973418,0.090973418,2,497,49.7
141,1,P,U,89,97,22.8,2,PU,14.9814318,0.149814318,SLOW,17.645746,0.17645746,2,243,24.3
141,2,N,U,60,64,20.6,2,NU,14.9814318,0.149814318,SLOW,17.645746,0.17645746,2,243,24.3
141,3,P,H,32,34,20,2,PH,29.9163246,0.299163246,SLOW,10.2065122,0.102065122,2,243,24.3
141,4,N,H,42,43,21.2,2,NH,29.9163246,0.299163246,SLOW,10.2065122,0.102065122,2,243,24.3
142,1,P,U,54,72,21.2,2,PU,7.794614,0.07794614,SLOW,25.1062163,0.251062163,3,244,24.4
142,2,N,U,45,48,23.9,2,NU,7.794614,0.07794614,SLOW,25.1062163,0.251062163,3,244,24.4
142,3,P,H,48,50,20.1,2,PH,15.8965288,0.158965288,SLOW,15.0401644,0.150401644,3,244,24.4
142,4,N,H,100,112,27.2,2,NH,15.8965288,0.158965288,SLOW,15.0401644,0.150401644,3,244,24.4
143,1,P,U,40,0,28.5,2,PU,14.479952,0.14479952,SLOW,6.8830136,0.068830136,1,172,17.2
143,2,N,U,0,0,20.1,3,NU,14.479952,0.14479952,SLOW,6.8830136,0.068830136,1,172,17.2
143,3,P,H,0,0,23,3,PH,22.5775383,0.225775383,SLOW,0.5632816,0.005632816,1,172,17.2
143,4,N,H,148,154,22.8,2,NH,22.5775383,0.225775383,SLOW,0.5632816,0.005632816,1,172,17.2
144,1,P,U,30,35,25.2,2,PU,19.5142933,0.195142933,SLOW,3.4852036,0.034852036,4,216,21.6
144,2,N,U,36,46,22.3,2,NU,19.5142933,0.195142933,SLOW,3.4852036,0.034852036,4,216,21.6
144,3,P,H,77,83,18.5,2,PH,27.4899285,0.274899285,SLOW,1.9073854,0.019073854,4,216,21.6
144,4,N,H,28,30,23.6,2,NH,27.4899285,0.274899285,SLOW,1.9073854,0.019073854,4,216,21.6
145,1,P,U,21,29,25.6,2,PU,4.3956827,0.043956827,SLOW,10.4483806,0.104483806,5,133,13.3
145,2,N,U,8,25,20.3,2,NU,4.3956827,0.043956827,SLOW,10.4483806,0.104483806,5,133,13.3
145,3,P,H,183,185,22.9,2,PH,18.249473,0.18249473,SLOW,1.6786579,0.016786579,5,133,13.3
145,4,N,H,12,28,22.4,2,NH,18.249473,0.18249473,SLOW,1.6786579,0.016786579,5,133,13.3
146,1,P,U,21,35,22.4,2,PU,18.5012286,0.185012286,SLOW,14.064153,0.14064153,2,277,27.7
146,2,N,U,53,54,22.7,2,NU,18.5012286,0.185012286,SLOW,14.064153,0.14064153,2,277,27.7
146,3,P,H,22,44,20.4,2,PH,31.5458849,0.315458849,SLOW,1.9820498,0.019820498,2,277,27.7
146,4,N,H,40,77,28.4,2,NH,31.5458849,0.315458849,SLOW,1.9820498,0.019820498,2,277,27.7
147,1,P,U,30,64,21.2,2,PU,10.6443694,0.106443694,SLOW,3.025797,0.03025797,2,175,17.5
147,2,N,U,0,0,19.4,3,NU,10.6443694,0.106443694,SLOW,3.025797,0.03025797,2,175,17.5
147,3,P,H,67,70,22.1,2,PH,33.1716539,0.331716539,SLOW,10.6154102,0.106154102,2,175,17.5
147,4,N,H,40,46,24.2,2,NH,33.1716539,0.331716539,SLOW,10.6154102,0.106154102,2,175,17.5
