Individual,Trial,Predator,Board,Initial ,Total ,Temp. ,TimeScale,Treatment,Brightness.DifferencePercent,Brightness.Difference,EscapeResponse,ColourDiffPercent,ColourDiff,Pattern,Length,Size
148,1,P,U,65,67,24.4,2,PU,20.7781173,0.207781173,SLOW,11.9881093,0.119881093,2,143,14.3
148,2,N,U,161,165,23.2,2,NU,20.7781173,0.207781173,SLOW,11.9881093,0.119881093,2,143,14.3
148,3,P,H,0,0,18.7,3,PH,32.6540329,0.326540329,SLOW,2.0226756,0.020226756,2,143,14.3
148,4,N,H,7,81,22,2,NH,32.6540329,0.326540329,SLOW,2.0226756,0.020226756,2,143,14.3
149,1,P,U,16,23,22.9,2,PU,9.0451292,0.090451292,SLOW,23.7493693,0.237493693,2,262,26.2
149,2,N,U,18,21,21.4,2,NU,9.0451292,0.090451292,SLOW,23.7493693,0.237493693,2,262,26.2
149,3,P,H,12,25,22.4,2,PH,26.3271574,0.263271574,SLOW,14.2510616,0.142510616,2,262,26.2
149,4,N,H,2,10,22.6,1,NH,26.3271574,0.263271574,FAST,14.2510616,0.142510616,2,262,26.2
150,1,P,U,102,205,22.5,2,PU,15.0600684,0.150600684,SLOW,13.8172462,0.138172462,4,226,22.6
150,2,N,U,73,93,23.1,2,NU,15.0600684,0.150600684,SLOW,13.8172462,0.138172462,4,226,22.6
150,3,P,H,59,87,20.6,2,PH,32.555505,0.32555505,SLOW,10.9552916,0.109552916,4,226,22.6
150,4,N,H,0,0,29.9,3,NH,32.555505,0.32555505,SLOW,10.9552916,0.109552916,4,226,22.6
152,1,P,U,46,54,29.5,2,PU,12.7891774,0.127891774,SLOW,12.9670901,0.129670901,2,163,16.3
152,2,N,U,84,155,23.8,2,NU,12.7891774,0.127891774,SLOW,12.9670901,0.129670901,2,163,16.3
152,3,P,H,0,0,19.8,3,PH,27.7953217,0.277953217,SLOW,5.2360876,0.052360876,2,163,16.3
152,4,N,H,54,55,22.9,2,NH,27.7953217,0.277953217,SLOW,5.2360876,0.052360876,2,163,16.3
153,1,P,U,49,51,23.1,2,PU,13.3127773,0.133127773,SLOW,10.2549144,0.102549144,2,141,14.1
153,2,N,U,70,72,20,2,NU,13.3127773,0.133127773,SLOW,10.2549144,0.102549144,2,141,14.1
153,3,P,H,28,179,24.4,2,PH,30.7181485,0.307181485,SLOW,1.3844962,0.013844962,2,141,14.1
153,4,N,H,80,0,23.2,2,NH,30.7181485,0.307181485,SLOW,1.3844962,0.013844962,2,141,14.1
154,1,P,U,68,72,22.8,2,PU,18.3617438,0.183617438,SLOW,23.842798,0.23842798,2,140,14
154,2,N,U,5,9,22.7,1,NU,18.3617438,0.183617438,FAST,23.842798,0.23842798,2,140,14
154,3,P,H,76,87,21.7,2,PH,33.0581,0.330581,SLOW,8.4574527,0.084574527,2,140,14
154,4,N,H,152,0,21.2,2,NH,33.0581,0.330581,SLOW,8.4574527,0.084574527,2,140,14
155,1,P,U,0,0,12.1,3,PU,14.2649193,0.142649193,SLOW,14.7590316,0.147590316,1,194,19.4
155,2,N,U,0,0,12.7,3,NU,14.2649193,0.142649193,SLOW,14.7590316,0.147590316,1,194,19.4
155,3,P,H,0,0,11,3,PH,27.7051052,0.277051052,SLOW,9.1187009,0.091187009,1,194,19.4
155,4,N,H,0,0,10.2,3,NH,27.7051052,0.277051052,SLOW,9.1187009,0.091187009,1,194,19.4
156,1,P,U,40,52,10.2,2,PU,18.5561918,0.185561918,SLOW,7.716692,0.07716692,2,293,29.3
156,2,N,U,105,118,12,2,NU,18.5561918,0.185561918,SLOW,7.716692,0.07716692,2,293,29.3
156,3,P,H,93,107,12.2,2,PH,22.3216902,0.223216902,SLOW,3.0384589,0.030384589,2,293,29.3
156,4,N,H,66,75,11.1,2,NH,22.3216902,0.223216902,SLOW,3.0384589,0.030384589,2,293,29.3
157,1,P,U,185,210,11.4,2,PU,11.6161019,0.116161019,SLOW,10.0679152,0.100679152,1,294,29.4
157,2,N,U,89,0,10.7,2,NU,11.6161019,0.116161019,SLOW,10.0679152,0.100679152,1,294,29.4
157,3,P,H,0,0,12,3,PH,13.0902104,0.130902104,SLOW,4.1516883,0.041516883,1,294,29.4
157,4,N,H,0,0,11.4,3,NH,13.0902104,0.130902104,SLOW,4.1516883,0.041516883,1,294,29.4
158,1,P,U,0,0,11.5,3,PU,15.8789333,0.158789333,SLOW,10.0473676,0.100473676,2,188,18.8
158,2,N,U,0,0,11.2,3,NU,15.8789333,0.158789333,SLOW,10.0473676,0.100473676,2,188,18.8
158,3,P,H,0,0,10.8,3,PH,26.7667443,0.267667443,SLOW,5.3743,0.053743,2,188,18.8
158,4,N,H,88,146,12.1,2,NH,26.7667443,0.267667443,SLOW,5.3743,0.053743,2,188,18.8
159,1,P,U,126,0,12.4,2,PU,12.0197906,0.120197906,SLOW,9.8502554,0.098502554,3,149,14.9
159,2,N,U,0,0,12.2,3,NU,12.0197906,0.120197906,SLOW,9.8502554,0.098502554,3,149,14.9
159,3,P,H,0,0,10.8,3,PH,19.3223024,0.193223024,SLOW,5.1429996,0.051429996,3,149,14.9
159,4,N,H,0,0,10.5,3,NH,19.3223024,0.193223024,SLOW,5.1429996,0.051429996,3,149,14.9
160,1,P,U,0,0,10.4,3,PU,15.1325026,0.151325026,SLOW,9.4352881,0.094352881,2,398,39.8
160,2,N,U,0,0,12.1,3,NU,15.1325026,0.151325026,SLOW,9.4352881,0.094352881,2,398,39.8
160,3,P,H,0,0,12.3,3,PH,15.0841805,0.150841805,SLOW,3.6710591,0.036710591,2,398,39.8
160,4,N,H,0,0,10.9,3,NH,15.0841805,0.150841805,SLOW,3.6710591,0.036710591,2,398,39.8
161,1,P,U,107,110,11.6,2,PU,17.2269174,0.172269174,SLOW,9.9624036,0.099624036,2,371,37.1
161,2,N,U,53,57,10.5,2,NU,17.2269174,0.172269174,SLOW,9.9624036,0.099624036,2,371,37.1
161,3,P,H,104,119,12,2,PH,26.9492167,0.269492167,SLOW,4.092689,0.04092689,2,371,37.1
161,4,N,H,33,46,11.4,2,NH,26.9492167,0.269492167,SLOW,4.092689,0.04092689,2,371,37.1
162,1,P,U,0,0,11.1,3,PU,12.7927099,0.127927099,SLOW,16.7620904,0.167620904,2,189,18.9
162,2,N,U,92,0,10.9,2,NU,12.7927099,0.127927099,SLOW,16.7620904,0.167620904,2,189,18.9
162,3,P,H,122,0,10.9,2,PH,19.2925868,0.192925868,SLOW,8.4013117,0.084013117,2,189,18.9
162,4,N,H,0,0,12.3,3,NH,19.2925868,0.192925868,SLOW,8.4013117,0.084013117,2,189,18.9
163,1,P,U,0,0,12.3,3,PU,16.7889864,0.167889864,SLOW,2.682509,0.02682509,4,159,15.9
163,2,N,U,170,177,12.6,2,NU,16.7889864,0.167889864,SLOW,2.682509,0.02682509,4,159,15.9
163,3,P,H,0,0,10.9,3,PH,14.3780561,0.143780561,SLOW,1.8413025,0.018413025,4,159,15.9
163,4,N,H,110,160,10,2,NH,14.3780561,0.143780561,SLOW,1.8413025,0.018413025,4,159,15.9
164,1,P,U,0,0,10.4,3,PU,15.9171717,0.159171717,SLOW,22.7272912,0.227272912,4,304,30.4
164,2,N,U,145,194,12,2,NU,15.9171717,0.159171717,SLOW,22.7272912,0.227272912,4,304,30.4
164,3,P,H,0,0,12.4,3,PH,7.5498529,0.075498529,SLOW,18.3605126,0.183605126,4,304,30.4
164,4,N,H,0,0,11.5,3,NH,7.5498529,0.075498529,SLOW,18.3605126,0.183605126,4,304,30.4
165,1,P,U,11,13,11.2,2,PU,0.1769817,0.001769817,SLOW,12.184349,0.12184349,3,278,27.8
165,2,N,U,150,159,10.8,2,NU,0.1769817,0.001769817,SLOW,12.184349,0.12184349,3,278,27.8
165,3,P,H,55,57,12,2,PH,4.95214,0.0495214,SLOW,7.2635838,0.072635838,3,278,27.8
165,4,N,H,0,0,11.5,3,NH,4.95214,0.0495214,SLOW,7.2635838,0.072635838,3,278,27.8
166,1,P,U,0,0,11.2,3,PU,15.4217106,0.154217106,SLOW,12.4369534,0.124369534,2,145,14.5
166,2,N,U,0,0,10.8,3,NU,15.4217106,0.154217106,SLOW,12.4369534,0.124369534,2,145,14.5
166,3,P,H,0,0,10.9,3,PH,24.504517,0.24504517,SLOW,7.8670168,0.078670168,2,145,14.5
166,4,N,H,0,0,12.3,3,NH,24.504517,0.24504517,SLOW,7.8670168,0.078670168,2,145,14.5
167,1,P,U,0,0,12.8,3,PU,13.5202282,0.135202282,SLOW,25.0338408,0.250338408,3,195,19.5
167,2,N,U,0,0,11.3,3,NU,13.5202282,0.135202282,SLOW,25.0338408,0.250338408,3,195,19.5
167,3,P,H,0,0,10.9,3,PH,21.5880152,0.215880152,SLOW,18.3390253,0.183390253,3,195,19.5
167,4,N,H,0,0,9.9,3,NH,21.5880152,0.215880152,SLOW,18.3390253,0.183390253,3,195,19.5
168,1,P,U,70,105,10.1,2,PU,15.4587832,0.154587832,SLOW,15.4673546,0.154673546,2,156,15.6
168,2,N,U,57,64,12.3,2,NU,15.4587832,0.154587832,SLOW,15.4673546,0.154673546,2,156,15.6
168,3,P,H,0,0,12.3,3,PH,22.2138879,0.222138879,SLOW,8.3781214,0.083781214,2,156,15.6
168,4,N,H,93,117,11.6,2,NH,22.2138879,0.222138879,SLOW,8.3781214,0.083781214,2,156,15.6
169,1,P,U,0,51,15.2,2,PU,11.975074,0.11975074,SLOW,23.9636519,0.239636519,2,167,16.7
169,2,N,U,45,75,16.3,2,NU,11.975074,0.11975074,SLOW,23.9636519,0.239636519,2,167,16.7
169,3,P,H,3,4,11.8,1,PH,31.9636504,0.319636504,FAST,9.6992753,0.096992753,2,167,16.7
169,4,N,H,2,3,11.8,1,NH,31.9636504,0.319636504,FAST,9.6992753,0.096992753,2,167,16.7
170,1,P,U,46,51,11.8,2,PU,11.9110631,0.119110631,SLOW,4.7827911,0.047827911,4,193,19.3
170,2,N,U,144,147,15.9,2,NU,11.9110631,0.119110631,SLOW,4.7827911,0.047827911,4,193,19.3
170,3,P,H,75,76,16.9,2,PH,28.9905816,0.289905816,SLOW,5.1262383,0.051262383,4,193,19.3
170,4,N,H,165,168,14.7,2,NH,28.9905816,0.289905816,SLOW,5.1262383,0.051262383,4,193,19.3
171,1,P,U,0,0,14.7,3,PU,7.4098994,0.074098994,SLOW,14.8327662,0.148327662,5,184,18.4
171,2,N,U,155,184,11.6,2,NU,7.4098994,0.074098994,SLOW,14.8327662,0.148327662,5,184,18.4
171,3,P,H,0,0,15.9,3,PH,11.498796,0.11498796,SLOW,10.6702072,0.106702072,5,184,18.4
171,4,N,H,0,0,19,3,NH,11.498796,0.11498796,SLOW,10.6702072,0.106702072,5,184,18.4
172,1,P,U,0,0,19,3,PU,7.1847871,0.071847871,SLOW,11.735515,0.11735515,3,153,15.3
172,2,N,U,15,0,12.6,1,NU,7.1847871,0.071847871,FAST,11.735515,0.11735515,3,153,15.3
172,3,P,H,0,0,11.6,3,PH,10.5256041,0.105256041,SLOW,6.5448727,0.065448727,3,153,15.3
172,4,N,H,7,0,15.2,1,NH,10.5256041,0.105256041,FAST,6.5448727,0.065448727,3,153,15.3
173,1,P,U,14,21,14.6,2,PU,10.3911244,0.103911244,SLOW,19.4313589,0.194313589,2,170,17
173,2,N,U,174,176,17.4,2,NU,10.3911244,0.103911244,SLOW,19.4313589,0.194313589,2,170,17
173,3,P,H,42,46,11.8,2,PH,14.9692969,0.149692969,SLOW,14.2868052,0.142868052,2,170,17
173,4,N,H,16,18,11.8,2,NH,14.9692969,0.149692969,SLOW,14.2868052,0.142868052,2,170,17
174,1,P,U,20,24,11.9,2,PU,10.3308895,0.103308895,SLOW,11.9122463,0.119122463,2,449,44.9
174,2,N,U,70,72,15.5,2,NU,10.3308895,0.103308895,SLOW,11.9122463,0.119122463,2,449,44.9
174,3,P,H,41,49,16.6,2,PH,12.1680933,0.121680933,SLOW,2.6609537,0.026609537,2,449,44.9
174,4,N,H,22,23,13.8,2,NH,12.1680933,0.121680933,SLOW,2.6609537,0.026609537,2,449,44.9
175,1,P,U,48,65,14.1,2,PU,11.9896992,0.119896992,SLOW,15.4159165,0.154159165,2,392,39.2
175,2,N,U,88,96,11.8,2,NU,11.9896992,0.119896992,SLOW,15.4159165,0.154159165,2,392,39.2
175,3,P,H,78,86,17.3,2,PH,9.3172202,0.093172202,SLOW,13.1288333,0.131288333,2,392,39.2
175,4,N,H,53,63,16.3,2,NH,9.3172202,0.093172202,SLOW,13.1288333,0.131288333,2,392,39.2
176,1,P,U,68,72,16.3,2,PU,9.7223438,0.097223438,SLOW,16.0460269,0.160460269,1,164,16.4
176,2,N,U,0,0,11.8,3,NU,9.7223438,0.097223438,SLOW,16.0460269,0.160460269,1,164,16.4
176,3,P,H,0,0,11.8,3,PH,9.9410044,0.099410044,SLOW,7.1812558,0.071812558,1,164,16.4
176,4,N,H,0,0,14.6,3,NH,9.9410044,0.099410044,SLOW,7.1812558,0.071812558,1,164,16.4
177,1,P,U,113,128,14.6,2,PU,11.391731,0.11391731,SLOW,1.0342099,0.010342099,4,175,17.5
177,2,N,U,104,106,16.9,2,NU,11.391731,0.11391731,SLOW,1.0342099,0.010342099,4,175,17.5
177,3,P,H,33,166,11.9,2,PH,16.196803,0.16196803,SLOW,5.3509325,0.053509325,4,175,17.5
177,4,N,H,204,0,11.8,2,NH,16.196803,0.16196803,SLOW,5.3509325,0.053509325,4,175,17.5
178,1,P,U,22,25,11.8,2,PU,10.5014308,0.105014308,SLOW,16.0423568,0.160423568,2,294,29.4
178,2,N,U,30,43,16.2,2,NU,10.5014308,0.105014308,SLOW,16.0423568,0.160423568,2,294,29.4
178,3,P,H,69,72,16.2,2,PH,8.3187679,0.083187679,SLOW,6.0899292,0.060899292,2,294,29.4
178,4,N,H,140,152,13.7,2,NH,8.3187679,0.083187679,SLOW,6.0899292,0.060899292,2,294,29.4
179,1,P,U,18,38,13.7,2,PU,20.0909186,0.200909186,SLOW,14.8888232,0.148888232,2,210,21
179,2,N,U,64,66,11.8,2,NU,20.0909186,0.200909186,SLOW,14.8888232,0.148888232,2,210,21
179,3,P,H,0,0,18,3,PH,8.4259028,0.084259028,SLOW,12.8833153,0.128833153,2,210,21
179,4,N,H,0,0,15.6,3,NH,8.4259028,0.084259028,SLOW,12.8833153,0.128833153,2,210,21
180,1,P,U,93,110,15.6,2,PU,16.604327,0.16604327,SLOW,8.9594915,0.089594915,1,146,14.6
180,2,N,U,9,18,11.8,2,NU,16.604327,0.16604327,SLOW,8.9594915,0.089594915,1,146,14.6
180,3,P,H,132,175,11.8,2,PH,16.213511,0.16213511,SLOW,2.6213351,0.026213351,1,146,14.6
180,4,N,H,117,147,14.6,2,NH,16.213511,0.16213511,SLOW,2.6213351,0.026213351,1,146,14.6
181,1,P,U,154,168,14.1,2,PU,17.1258395,0.171258395,SLOW,8.5255679,0.085255679,2,161,16.1
181,2,N,U,75,87,16.6,2,NU,17.1258395,0.171258395,SLOW,8.5255679,0.085255679,2,161,16.1
181,3,P,H,22,23,11.7,2,PH,8.8172733,0.088172733,SLOW,4.1570172,0.041570172,2,161,16.1
181,4,N,H,140,190,11.7,2,NH,8.8172733,0.088172733,SLOW,4.1570172,0.041570172,2,161,16.1
182,1,P,U,2,5,11.7,1,PU,20.8438623,0.208438623,FAST,6.713453,0.06713453,2,280,28
182,2,N,U,34,35,17.2,2,NU,20.8438623,0.208438623,SLOW,6.713453,0.06713453,2,280,28
182,3,P,H,0,0,16.3,3,PH,12.3431189,0.123431189,SLOW,1.3005173,0.013005173,2,280,28
182,4,N,H,142,144,13.3,2,NH,12.3431189,0.123431189,SLOW,1.3005173,0.013005173,2,280,28
183,1,P,U,35,61,13.5,2,PU,19.8177931,0.198177931,SLOW,18.5346188,0.185346188,2,293,29.3
183,2,N,U,54,56,11.8,2,NU,19.8177931,0.198177931,SLOW,18.5346188,0.185346188,2,293,29.3
183,3,P,H,90,97,16.3,2,PH,27.0221686,0.270221686,SLOW,9.5855903,0.095855903,2,293,29.3
183,4,N,H,62,86,14.5,2,NH,27.0221686,0.270221686,SLOW,9.5855903,0.095855903,2,293,29.3
184,1,P,U,44,46,14.5,2,PU,17.2920895,0.172920895,SLOW,20.2537416,0.202537416,3,178,17.8
184,2,N,U,74,91,11.9,2,NU,17.2920895,0.172920895,SLOW,20.2537416,0.202537416,3,178,17.8
184,3,P,H,0,0,12,3,PH,16.3667279,0.163667279,SLOW,14.9579563,0.149579563,3,178,17.8
184,4,N,H,130,150,15.5,2,NH,16.3667279,0.163667279,SLOW,14.9579563,0.149579563,3,178,17.8
185,1,P,U,0,0,15.3,3,PU,21.1026425,0.211026425,SLOW,3.4727788,0.034727788,2,155,15.5
185,2,N,U,50,65,16,2,NU,21.1026425,0.211026425,SLOW,3.4727788,0.034727788,2,155,15.5
185,3,P,H,113,115,11.4,2,PH,13.5114614,0.135114614,SLOW,0.9291711,0.009291711,2,155,15.5
185,4,N,H,0,0,11.7,3,NH,13.5114614,0.135114614,SLOW,0.9291711,0.009291711,2,155,15.5
186,1,P,U,32,0,11.7,2,PU,21.172956,0.21172956,SLOW,9.944852,0.09944852,2,139,13.9
186,2,N,U,88,0,17,2,NU,21.172956,0.21172956,SLOW,9.944852,0.09944852,2,139,13.9
186,3,P,H,0,0,18.2,3,PH,14.0795455,0.140795455,SLOW,15.9946296,0.159946296,2,139,13.9
186,4,N,H,0,0,12.8,3,NH,14.0795455,0.140795455,SLOW,15.9946296,0.159946296,2,139,13.9
187,1,P,U,0,0,13.1,3,PU,24.8639895,0.248639895,SLOW,9.4313225,0.094313225,4,206,20.6
187,2,N,U,165,168,12,2,NU,24.8639895,0.248639895,SLOW,9.4313225,0.094313225,4,206,20.6
187,3,P,H,0,0,17.4,3,PH,22.9873223,0.229873223,SLOW,5.0973206,0.050973206,4,206,20.6
187,4,N,H,48,54,14.4,2,NH,22.9873223,0.229873223,SLOW,5.0973206,0.050973206,4,206,20.6
188,1,P,U,0,0,14.1,3,PU,21.2771512,0.212771512,SLOW,4.9545824,0.049545824,4,114,11.4
188,2,N,U,0,0,11.7,3,NU,21.2771512,0.212771512,SLOW,4.9545824,0.049545824,4,114,11.4
188,3,P,H,0,0,11.8,3,PH,21.6124418,0.216124418,SLOW,0.4205221,0.004205221,4,114,11.4
188,4,N,H,0,0,16,3,NH,21.6124418,0.216124418,SLOW,0.4205221,0.004205221,4,114,11.4
189,1,P,U,61,106,14.8,2,PU,20.7839226,0.207839226,SLOW,9.1146058,0.091146058,2,271,27.1
189,2,N,U,36,174,10.5,2,NU,20.7839226,0.207839226,SLOW,9.1146058,0.091146058,2,271,27.1
189,3,P,H,19,208,8.2,2,PH,9.1374413,0.091374413,SLOW,3.7113151,0.037113151,2,271,27.1
189,4,N,H,0,0,7.6,3,NH,9.1374413,0.091374413,SLOW,3.7113151,0.037113151,2,271,27.1
190,1,P,U,0,0,7.6,3,PU,20.0052211,0.200052211,SLOW,19.3939945,0.193939945,4,228,22.8
190,2,N,U,91,111,10.5,2,NU,20.0052211,0.200052211,SLOW,19.3939945,0.193939945,4,228,22.8
190,3,P,H,0,0,10.5,3,PH,8.5458344,0.085458344,SLOW,12.4137836,0.124137836,4,228,22.8
190,4,N,H,0,0,10.1,3,NH,8.5458344,0.085458344,SLOW,12.4137836,0.124137836,4,228,22.8
191,1,P,U,21,44,10.3,2,PU,13.6159319,0.136159319,SLOW,10.8647157,0.108647157,1,242,24.2
191,2,N,U,42,62,9.4,2,NU,13.6159319,0.136159319,SLOW,10.8647157,0.108647157,1,242,24.2
191,3,P,H,45,47,10.5,2,PH,9.0499132,0.090499132,SLOW,5.6936987,0.056936987,1,242,24.2
191,4,N,H,61,96,10.6,2,NH,9.0499132,0.090499132,SLOW,5.6936987,0.056936987,1,242,24.2
192,1,P,U,87,95,12.3,2,PU,18.7575169,0.187575169,SLOW,13.0903674,0.130903674,2,568,56.8
192,2,N,U,145,161,10.5,2,NU,18.7575169,0.187575169,SLOW,13.0903674,0.130903674,2,568,56.8
192,3,P,H,10,28,9.8,2,PH,13.2979442,0.132979442,SLOW,4.5568147,0.045568147,2,568,56.8
192,4,N,H,0,0,9.4,3,NH,13.2979442,0.132979442,SLOW,4.5568147,0.045568147,2,568,56.8
193,1,P,U,12,13,9.4,2,PU,17.3564548,0.173564548,SLOW,6.7706036,0.067706036,2,507,50.7
193,2,N,U,22,37,10.5,2,NU,17.3564548,0.173564548,SLOW,6.7706036,0.067706036,2,507,50.7
193,3,P,H,79,95,10.5,2,PH,14.5380811,0.145380811,SLOW,11.1361371,0.111361371,2,507,50.7
193,4,N,H,17,23,9.5,2,NH,14.5380811,0.145380811,SLOW,11.1361371,0.111361371,2,507,50.7
194,1,P,U,32,34,11.2,2,PU,19.4543622,0.194543622,SLOW,4.0098362,0.040098362,1,341,34.1
194,2,N,U,93,101,9.8,2,NU,19.4543622,0.194543622,SLOW,4.0098362,0.040098362,1,341,34.1
194,3,P,H,24,58,10.5,2,PH,10.5180183,0.105180183,SLOW,4.4700855,0.044700855,1,341,34.1
194,4,N,H,22,45,10.7,2,NH,10.5180183,0.105180183,SLOW,4.4700855,0.044700855,1,341,34.1
195,1,P,U,19,44,10.6,2,PU,13.1422008,0.131422008,SLOW,19.0669074,0.190669074,2,231,23.1
195,2,N,U,81,89,8.6,2,NU,13.1422008,0.131422008,SLOW,19.0669074,0.190669074,2,231,23.1
195,3,P,H,0,0,9.6,3,PH,16.3948438,0.163948438,SLOW,2.8407744,0.028407744,2,231,23.1
195,4,N,H,44,52,13.6,2,NH,16.3948438,0.163948438,SLOW,2.8407744,0.028407744,2,231,23.1
196,1,P,U,20,22,11.1,2,PU,8.6018352,0.086018352,SLOW,12.1775009,0.121775009,1,213,21.3
196,2,N,U,22,44,10.7,2,NU,8.6018352,0.086018352,SLOW,12.1775009,0.121775009,1,213,21.3
196,3,P,H,9,12,9.5,2,PH,12.6061448,0.126061448,SLOW,2.3477305,0.023477305,1,213,21.3
196,4,N,H,20,24,9.3,2,NH,12.6061448,0.126061448,SLOW,2.3477305,0.023477305,1,213,21.3
197,1,P,U,25,146,9.3,2,PU,9.866756,0.09866756,SLOW,22.6938502,0.226938502,2,317,31.7
197,2,N,U,66,83,10.5,2,NU,9.866756,0.09866756,SLOW,22.6938502,0.226938502,2,317,31.7
197,3,P,H,0,0,11.2,3,PH,12.6944102,0.126944102,SLOW,1.2901316,0.012901316,2,317,31.7
197,4,N,H,101,120,9.3,2,NH,12.6944102,0.126944102,SLOW,1.2901316,0.012901316,2,317,31.7
198,1,P,U,78,122,9.7,2,PU,11.6573626,0.116573626,SLOW,18.4183285,0.184183285,2,376,37.6
198,2,N,U,0,0,9.4,3,NU,11.6573626,0.116573626,SLOW,18.4183285,0.184183285,2,376,37.6
198,3,P,H,0,0,10.5,3,PH,11.3670353,0.113670353,SLOW,8.3672536,0.083672536,2,376,37.6
198,4,N,H,46,79,10.5,2,NH,11.3670353,0.113670353,SLOW,8.3672536,0.083672536,2,376,37.6
199,1,P,U,8,18,10.7,2,PU,3.5629177,0.035629177,SLOW,10.6662562,0.106662562,3,172,17.2
199,2,N,U,21,33,8.3,2,NU,3.5629177,0.035629177,SLOW,10.6662562,0.106662562,3,172,17.2
199,3,P,H,132,136,8.2,2,PH,9.6468898,0.096468898,SLOW,9.4139899,0.094139899,3,172,17.2
199,4,N,H,39,42,11.9,2,NH,9.6468898,0.096468898,SLOW,9.4139899,0.094139899,3,172,17.2
200,1,P,U,18,0,10.9,1,PU,6.6533344,0.066533344,FAST,26.4129272,0.264129272,4,137,13.7
200,2,N,U,22,194,11.1,2,NU,6.6533344,0.066533344,SLOW,26.4129272,0.264129272,4,137,13.7
200,3,P,H,92,0,9.5,2,PH,15.0423315,0.150423315,SLOW,20.4206566,0.204206566,4,137,13.7
200,4,N,H,0,0,8.8,3,NH,15.0423315,0.150423315,SLOW,20.4206566,0.204206566,4,137,13.7
201,1,P,U,0,0,8.9,3,PU,9.2603309,0.092603309,SLOW,21.6750577,0.216750577,3,128,12.8
201,2,N,U,61,90,10.3,2,NU,9.2603309,0.092603309,SLOW,21.6750577,0.216750577,3,128,12.8
201,3,P,H,60,72,10.8,2,PH,13.1606265,0.131606265,SLOW,13.9365675,0.139365675,3,128,12.8
201,4,N,H,141,154,8.4,2,NH,13.1606265,0.131606265,SLOW,13.9365675,0.139365675,3,128,12.8
202,1,P,U,34,48,9.3,2,PU,17.9928345,0.179928345,SLOW,12.9600593,0.129600593,4,156,15.6
202,2,N,U,33,66,9.3,2,NU,17.9928345,0.179928345,SLOW,12.9600593,0.129600593,4,156,15.6
202,3,P,H,0,0,10.6,3,PH,19.4794072,0.194794072,SLOW,7.6224108,0.076224108,4,156,15.6
202,4,N,H,120,149,10,2,NH,19.4794072,0.194794072,SLOW,7.6224108,0.076224108,4,156,15.6
203,1,P,U,145,169,10.6,2,PU,18.2088945,0.182088945,SLOW,8.5108396,0.085108396,4,138,13.8
203,2,N,U,21,33,8.2,2,NU,18.2088945,0.182088945,SLOW,8.5108396,0.085108396,4,138,13.8
203,3,P,H,56,63,7.7,2,PH,18.2670466,0.182670466,SLOW,9.3324111,0.093324111,4,138,13.8
203,4,N,H,18,20,11,2,NH,18.2670466,0.182670466,SLOW,9.3324111,0.093324111,4,138,13.8
