Individual,Trial,Predator,Circle,Initial ,Total ,Treatment,Scale Time,EscapeResponse,ColourDiffPercent,Colour Diff,Brightness D,Brightness.DifferencePercent,Avg Time,Weber Contrast
157,1,P,B,1,2,PB,1,FAST,20.1567214,0.201567214,719.67,1.098146029,1.5,-0.206332445
157,2,N,B,6,10,NB,1,FAST,20.1567214,0.201567214,719.67,1.098146029,8,-0.206332445
157,3,P,Y,2,4,PY,1,FAST,4.1040891,0.041040891,8710.349333,13.29114112,3,-0.759030824
157,4,N,Y,25,26,NY,2,SLOW,4.1040891,0.041040891,8710.349333,13.29114112,25.5,-0.759030824
158,1,P,B,11,13,PB,2,SLOW,10.913281,0.10913281,4599.938,7.019055467,12,-0.789204654
158,2,N,B,55,57,NB,2,SLOW,10.913281,0.10913281,4599.938,7.019055467,56,-0.789204654
158,3,P,Y,11,13,PY,2,SLOW,5.743593,0.05743593,16171.597,24.67627527,12,-0.929403218
158,4,N,Y,5,8,NY,1,FAST,5.743593,0.05743593,16171.597,24.67627527,6.5,-0.929403218
159,1,P,B,1,2,PB,1,FAST,10.8061471,0.108061471,1861.811,2.840941482,1.5,-0.424050594
159,2,N,B,213,255,NB,2,SLOW,10.8061471,0.108061471,1861.811,2.840941482,234,-0.424050594
159,3,P,Y,1,2,PY,1,FAST,14.7243376,0.147243376,9501.723,14.49869993,1.5,-0.789882325
159,4,N,Y,5,42,NY,2,SLOW,14.7243376,0.147243376,9501.723,14.49869993,23.5,-0.789882325
160,1,P,B,2,3,PB,1,FAST,8.2088868,0.082088868,1883.921,2.874679179,2.5,-0.509545803
160,2,N,B,6,31,NB,2,SLOW,8.2088868,0.082088868,1883.921,2.874679179,18.5,-0.509545803
160,3,P,Y,1,3,PY,1,FAST,11.9998216,0.119998216,9919.949333,15.13687241,2,-0.845496623
160,4,N,Y,9,23,NY,2,SLOW,11.9998216,0.119998216,9919.949333,15.13687241,16,-0.845496623
161,1,P,B,2,3,PB,1,FAST,15.1901182,0.151901182,1036.277,1.581257343,2.5,-0.286262267
161,2,N,B,5,11,NB,1,FAST,15.1901182,0.151901182,1036.277,1.581257343,8,-0.286262267
161,3,P,Y,2,3,PY,1,FAST,7.3215906,0.073215906,8303.674,12.67059434,2.5,-0.762808015
161,4,N,Y,4,5,NY,1,FAST,7.3215906,0.073215906,8303.674,12.67059434,4.5,-0.762808015
162,1,P,B,2,6,PB,1,FAST,22.9086316,0.229086316,1638.293333,2.499875385,4,-0.374571055
162,2,N,B,6,15,NB,2,SLOW,22.9086316,0.229086316,1638.293333,2.499875385,10.5,-0.374571055
162,3,P,Y,7,10,PY,1,FAST,7.5030798,0.075030798,24209.65767,36.94156964,8.5,-0.898531742
162,4,N,Y,8,21,NY,2,SLOW,7.5030798,0.075030798,24209.65767,36.94156964,14.5,-0.898531742
163,1,P,B,27,30,PB,2,SLOW,20.3656581,0.203656581,1773.799667,2.706644795,28.5,-0.540318128
163,2,N,B,7,13,NB,1,FAST,20.3656581,0.203656581,1773.799667,2.706644795,10,-0.540318128
163,3,P,Y,1,2,PY,1,FAST,6.3971283,0.063971283,18949.92667,28.91573459,1.5,-0.926261759
163,4,N,Y,9,14,NY,2,SLOW,6.3971283,0.063971283,18949.92667,28.91573459,11.5,-0.926261759
164,1,P,B,1,2,PB,1,FAST,22.679852,0.22679852,307.0173333,0.468478421,1.5,-0.074962572
164,2,N,B,1,3,NB,1,FAST,22.679852,0.22679852,307.0173333,0.468478421,2,-0.074962572
164,3,P,Y,1,2,PY,1,FAST,7.2971616,0.072971616,11356.69567,17.32920679,1.5,-0.750450681
164,4,N,Y,1,2,NY,1,FAST,7.2971616,0.072971616,11356.69567,17.32920679,1.5,-0.750450681
165,1,P,B,3,7,PB,1,FAST,12.33928,0.1233928,3183.699,4.858013275,5,-0.650142441
165,2,N,B,6,14,NB,1,FAST,12.33928,0.1233928,3183.699,4.858013275,10,-0.650142441
165,3,P,Y,2,4,PY,1,FAST,2.3851096,0.023851096,25115.697,38.32409705,3,-0.936156582
165,4,N,Y,2,18,NY,1,FAST,2.3851096,0.023851096,25115.697,38.32409705,10,-0.936156582
166,1,P,B,5,10,PB,1,FAST,20.5052214,0.205052214,1750.303,2.67079118,7.5,-0.38206781
166,2,N,B,10,12,NB,2,SLOW,20.5052214,0.205052214,1750.303,2.67079118,11,-0.38206781
166,3,P,Y,12,13,PY,2,SLOW,6.3835688,0.063835688,NA,39.36013886,12.5,-0.90115176
166,4,N,Y,25,29,NY,2,SLOW,6.3835688,0.063835688,NA,39.36013886,27,-0.90115176
167,1,P,B,27,30,PB,2,SLOW,24.5081602,0.245081602,2089.557333,3.18846011,28.5,-0.653978578
167,2,N,B,0,0,NB,3,SLOW,24.5081602,0.245081602,2089.557333,3.18846011,0,-0.653978578
167,3,P,Y,5,13,PY,1,FAST,9.374312,0.09374312,20881.43567,31.86302841,9,-0.949730621
167,4,N,Y,2,6,NY,1,FAST,9.374312,0.09374312,20881.43567,31.86302841,4,-0.949730621
168,1,P,B,26,29,PB,2,SLOW,18.382837,0.18382837,673.685,1.027977417,27.5,-0.17780387
168,2,N,B,20,25,NB,2,SLOW,18.382837,0.18382837,673.685,1.027977417,22.5,-0.17780387
168,3,P,Y,6,7,PY,1,FAST,3.9319442,0.039319442,12110.49733,18.4794344,6.5,-0.795561013
168,4,N,Y,25,29,NY,2,SLOW,3.9319442,0.039319442,12110.49733,18.4794344,27,-0.795561013
169,1,P,B,20,24,PB,2,SLOW,18.295783,0.18295783,306.0086667,0.466939295,22,-0.076971765
169,2,N,B,54,60,NB,2,SLOW,18.295783,0.18295783,306.0086667,0.466939295,57,-0.076971765
169,3,P,Y,50,58,PY,2,SLOW,3.2320684,0.032320684,19932.706,30.41535973,54,-0.844852943
169,4,N,Y,180,187,NY,2,SLOW,3.2320684,0.032320684,19932.706,30.41535973,183.5,-0.844852943
170,1,P,B,2,3,PB,1,FAST,19.4034646,0.194034646,2224.67,3.394628824,2.5,-0.494486266
170,2,N,B,5,7,NB,1,FAST,19.4034646,0.194034646,2224.67,3.394628824,6,-0.494486266
170,3,P,Y,12,13,PY,2,SLOW,4.1026268,0.041026268,24758.01133,37.77830371,12.5,-0.915897306
170,4,N,Y,6,17,NY,2,SLOW,4.1026268,0.041026268,24758.01133,37.77830371,11.5,-0.915897306
173,1,P,B,3,4,PB,1,FAST,22.3520728,0.223520728,230.7763333,0.352142112,3.5,-0.047646476
173,2,N,B,5,8,NB,1,FAST,22.3520728,0.223520728,230.7763333,0.352142112,6.5,-0.047646476
173,3,P,Y,6,7,PY,1,FAST,7.585838,0.07585838,24033.69933,36.67307444,6.5,-0.839663534
173,4,N,Y,1,2,NY,1,FAST,7.585838,0.07585838,24033.69933,36.67307444,1.5,-0.839663534
174,1,P,B,2,14,PB,1,FAST,20.6612968,0.206612968,373.3226667,0.569653875,8,-0.088456713
174,2,N,B,34,45,NB,2,SLOW,20.6612968,0.206612968,373.3226667,0.569653875,39.5,-0.088456713
174,3,P,Y,1,2,PY,1,FAST,6.9809858,0.069809858,16721.32033,25.51509931,1.5,-0.813308312
174,4,N,Y,7,9,NY,1,FAST,6.9809858,0.069809858,16721.32033,25.51509931,8,-0.813308312
175,1,P,B,49,60,PB,2,SLOW,21.727263,0.21727263,2320.778,3.541280232,54.5,-0.646307851
175,2,N,B,32,87,NB,2,SLOW,21.727263,0.21727263,2320.778,3.541280232,59.5,-0.646307851
175,3,P,Y,25,32,PY,2,SLOW,6.5667841,0.065667841,19710.34733,30.07606216,28.5,-0.939481748
175,4,N,Y,49,51,NY,2,SLOW,6.5667841,0.065667841,19710.34733,30.07606216,50,-0.939481748
176,1,P,B,14,15,PB,2,SLOW,15.9948205,0.159948205,2099.97,3.204348821,14.5,-0.597356003
176,2,N,B,23,31,NB,2,SLOW,15.9948205,0.159948205,2099.97,3.204348821,27,-0.597356003
176,3,P,Y,4,16,PY,1,FAST,1.6567139,0.016567139,20657.45733,31.52125938,10,-0.935890159
176,4,N,Y,12,13,NY,2,SLOW,1.6567139,0.016567139,20657.45733,31.52125938,12.5,-0.935890159
177,1,P,B,2,4,PB,1,FAST,8.4147244,0.084147244,1955.386,2.983727779,3,-0.352224626
177,2,N,B,26,33,NB,2,SLOW,8.4147244,0.084147244,1955.386,2.983727779,29.5,-0.352224626
177,3,P,Y,13,23,PY,2,SLOW,4.7392183,0.047392183,22395.895,34.17394522,18,-0.861682055
177,4,N,Y,48,56,NY,2,SLOW,4.7392183,0.047392183,22395.895,34.17394522,52,-0.861682055
178,1,P,B,37,45,PB,2,SLOW,16.045572,0.16045572,1503.741667,2.294562702,41,0.326339181
178,2,N,B,2,65,NB,2,SLOW,16.045572,0.16045572,1503.741667,2.294562702,33.5,0.326339181
178,3,P,Y,2,3,PY,1,FAST,0.6379571,0.006379571,21303.06633,32.50639556,2.5,-0.776973978
178,4,N,Y,17,21,NY,2,SLOW,0.6379571,0.006379571,21303.06633,32.50639556,19,-0.776973978
179,1,P,B,18,23,PB,2,SLOW,20.0961924,0.200961924,1328.980333,2.027894001,20.5,-0.373572223
179,2,N,B,18,23,NB,2,SLOW,20.0961924,0.200961924,1328.980333,2.027894001,20.5,-0.373572223
179,3,P,Y,16,22,PY,2,SLOW,4.8604106,0.048604106,19172.98233,29.25609572,19,-0.895919399
179,4,N,Y,12,23,NY,2,SLOW,4.8604106,0.048604106,19172.98233,29.25609572,17.5,-0.895919399
181,1,P,B,9,13,PB,2,SLOW,19.6706569,0.196706569,2833.668333,4.323900715,11,0.772157146
181,2,N,B,23,26,NB,2,SLOW,19.6706569,0.196706569,2833.668333,4.323900715,24.5,0.772157146
181,3,P,Y,2,3,PY,1,FAST,3.9328496,0.039328496,15663.456,23.90090181,2.5,-0.706549492
181,4,N,Y,0,0,NY,3,SLOW,3.9328496,0.039328496,15663.456,23.90090181,0,-0.706549492
182,1,P,B,11,13,PB,2,SLOW,20.4132391,0.204132391,2773.63,4.23228809,12,-0.64019598
182,2,N,B,11,16,NB,2,SLOW,20.4132391,0.204132391,2773.63,4.23228809,13.5,-0.64019598
182,3,P,Y,1,2,PY,1,FAST,4.8481187,0.048481187,25592.53,39.05169757,1.5,-0.942603528
182,4,N,Y,8,9,NY,1,FAST,4.8481187,0.048481187,25592.53,39.05169757,8.5,-0.942603528
183,1,P,B,3,7,PB,1,FAST,16.9869842,0.169869842,2093.496,3.19447013,5,-0.447076821
183,2,N,B,40,62,NB,2,SLOW,16.9869842,0.169869842,2093.496,3.19447013,51,-0.447076821
183,3,P,Y,2,3,PY,1,FAST,1.8753191,0.018753191,25562.504,39.00588083,2.5,-0.90806212
183,4,N,Y,3,13,NY,1,FAST,1.8753191,0.018753191,25562.504,39.00588083,8,-0.90806212
184,1,P,B,10,11,PB,2,SLOW,7.0339276,0.070339276,2444.195,3.729602502,10.5,-0.694898675
184,2,N,B,35,45,NB,2,SLOW,7.0339276,0.070339276,2444.195,3.729602502,40,-0.694898675
184,3,P,Y,15,16,PY,2,SLOW,9.6485604,0.096485604,20091.002,30.65690394,15.5,-0.949304077
184,4,N,Y,23,26,NY,2,SLOW,9.6485604,0.096485604,20091.002,30.65690394,24.5,-0.949304077
185,1,P,B,24,29,PB,2,SLOW,12.9779226,0.129779226,2185.763,3.335260548,26.5,-0.441291342
185,2,N,B,105,108,NB,2,SLOW,12.9779226,0.129779226,2185.763,3.335260548,106.5,-0.441291342
185,3,P,Y,12,13,PY,2,SLOW,3.1450014,0.031450014,25147.673,38.3728893,12.5,-0.900894992
185,4,N,Y,7,12,NY,1,FAST,3.1450014,0.031450014,25147.673,38.3728893,9.5,-0.900894992
186,1,P,B,130,131,PB,2,SLOW,20.0875671,0.200875671,6578.111333,10.03755449,130.5,1.699504762
186,2,N,B,0,0,NB,3,SLOW,20.0875671,0.200875671,6578.111333,10.03755449,0,1.699504762
186,3,P,Y,12,13,PY,2,SLOW,2.9063143,0.029063143,4852.045333,7.403746599,12.5,-0.317108209
186,4,N,Y,20,34,NY,2,SLOW,2.9063143,0.029063143,4852.045333,7.403746599,27,-0.317108209
187,1,P,B,1,2,PB,1,FAST,10.325011,0.10325011,1448.096,2.209652857,1.5,-0.365010375
187,2,N,B,14,17,NB,2,SLOW,10.325011,0.10325011,1448.096,2.209652857,15.5,-0.365010375
187,3,P,Y,8,9,PY,1,FAST,12.4504311,0.124504311,15763.392,24.05339437,8.5,-0.862263093
187,4,N,Y,10,35,NY,2,SLOW,12.4504311,0.124504311,15763.392,24.05339437,22.5,-0.862263093
188,1,P,B,38,39,PB,2,SLOW,18.6768001,0.186768001,990.3796667,1.511222502,38.5,-0.263284383
188,2,N,B,17,25,NB,2,SLOW,18.6768001,0.186768001,990.3796667,1.511222502,21,-0.263284383
188,3,P,Y,13,14,PY,2,SLOW,4.1978828,0.041978828,15623.959,23.84063325,13.5,-0.849458075
188,4,N,Y,151,157,NY,2,SLOW,4.1978828,0.041978828,15623.959,23.84063325,154,-0.849458075
190,1,P,B,1,2,PB,1,FAST,18.0343978,0.180343978,3846.360667,5.869170164,1.5,-0.71125055
190,2,N,B,0,0,NB,3,SLOW,18.0343978,0.180343978,3846.360667,5.869170164,0,-0.71125055
190,3,P,Y,12,13,PY,2,SLOW,1.7320511,0.017320511,12258.31033,18.70498258,12.5,-0.88703464
190,4,N,Y,20,34,NY,2,SLOW,1.7320511,0.017320511,12258.31033,18.70498258,27,-0.88703464
191,1,P,B,15,21,PB,2,SLOW,16.1217967,0.161217967,1800.837,2.747901122,18,-0.474932468
191,2,N,B,113,122,NB,2,SLOW,16.1217967,0.161217967,1800.837,2.747901122,117.5,-0.474932468
191,3,P,Y,77,81,PY,2,SLOW,6.888108,0.06888108,12545.19267,19.14273696,79,-0.863087782
191,4,N,Y,23,35,NY,2,SLOW,6.888108,0.06888108,12545.19267,19.14273696,29,-0.863087782
192,1,P,B,38,39,PB,2,SLOW,10.4186765,0.104186765,1479.831667,2.258078381,38.5,-0.525798001
192,2,N,B,17,25,NB,2,SLOW,10.4186765,0.104186765,1479.831667,2.258078381,21,-0.525798001
192,3,P,Y,1,2,PY,1,FAST,13.6205394,0.136205394,11999.113,18.3094728,1.5,-0.899940035
192,4,N,Y,15,17,NY,2,SLOW,13.6205394,0.136205394,11999.113,18.3094728,16,-0.899940035
193,1,P,B,42,43,PB,2,SLOW,14.8112301,0.148112301,1790.158,2.731606012,42.5,-0.51248249
193,2,N,B,186,192,NB,2,SLOW,14.8112301,0.148112301,1790.158,2.731606012,189,-0.51248249
193,3,P,Y,2,3,PY,1,FAST,7.7490324,0.077490324,14847.08267,22.65519595,2.5,-0.897141186
193,4,N,Y,0,0,NY,3,SLOW,7.7490324,0.077490324,14847.08267,22.65519595,0,-0.897141186
194,1,P,B,1,12,PB,1,FAST,24.6748147,0.246748147,922.396,1.407486076,6.5,-0.260697511
194,2,N,B,96,104,NB,2,SLOW,24.6748147,0.246748147,922.396,1.407486076,100,-0.260697511
194,3,P,Y,1,12,PY,1,FAST,2.1901122,0.021901122,15400.41533,23.49952748,6.5,-0.854934973
194,4,N,Y,33,37,NY,2,SLOW,2.1901122,0.021901122,15400.41533,23.49952748,35,-0.854934973
195,1,P,B,31,48,PB,2,SLOW,12.0605613,0.120605613,2089.738667,3.188736807,39.5,-0.559375882
195,2,N,B,23,71,NB,2,SLOW,12.0605613,0.120605613,2089.738667,3.188736807,47,-0.559375882
195,3,P,Y,15,17,PY,2,SLOW,10.6260374,0.106260374,15509.637,23.66618906,16,-0.904081858
195,4,N,Y,28,32,NY,2,SLOW,10.6260374,0.106260374,15509.637,23.66618906,30,-0.904081858
196,1,P,B,24,26,PB,2,SLOW,21.171896,0.21171896,1694.047333,2.584950535,25,0.474589904
196,2,N,B,55,77,NB,2,SLOW,21.171896,0.21171896,1694.047333,2.584950535,66,0.474589904
196,3,P,Y,2,3,PY,1,FAST,3.3806528,0.033806528,13129.96433,20.03504133,2.5,-0.713752139
196,4,N,Y,100,150,NY,2,SLOW,3.3806528,0.033806528,13129.96433,20.03504133,125,-0.713752139
197,1,P,B,7,50,PB,2,SLOW,11.3482313,0.113482313,1615.78,2.46552224,28.5,-0.462566178
197,2,N,B,0,0,NB,3,SLOW,11.3482313,0.113482313,1615.78,2.46552224,0,-0.462566178
197,3,P,Y,5,9,PY,1,FAST,10.5886413,0.105886413,13120.68667,20.02088451,7,-0.874874528
197,4,N,Y,130,133,NY,2,SLOW,10.5886413,0.105886413,13120.68667,20.02088451,131.5,-0.874874528
198,1,P,B,12,13,PB,2,SLOW,22.6194279,0.226194279,1754.417,2.677068742,12.5,-0.45933317
198,2,N,B,21,55,NB,2,SLOW,22.6194279,0.226194279,1754.417,2.677068742,38,-0.45933317
198,3,P,Y,22,24,PY,2,SLOW,1.104718,0.01104718,14925.812,22.77532921,23,-0.878517671
198,4,N,Y,53,65,NY,2,SLOW,1.104718,0.01104718,14925.812,22.77532921,59,-0.878517671
199,1,P,B,1,2,PB,1,FAST,26.3630096,0.263630096,1560.599,2.381321431,1.5,-0.394690228
199,2,N,B,8,12,NB,1,FAST,26.3630096,0.263630096,1560.599,2.381321431,10,-0.394690228
199,3,P,Y,26,33,PY,2,SLOW,4.3607794,0.043607794,16063.028,24.5106096,29.5,-0.87039994
199,4,N,Y,1,7,NY,1,FAST,4.3607794,0.043607794,16063.028,24.5106096,4,-0.87039994
200,1,P,B,19,35,PB,2,SLOW,10.0955913,0.100955913,2593.425333,3.957313395,27,-0.676602903
200,2,N,B,23,40,NB,2,SLOW,10.0955913,0.100955913,2593.425333,3.957313395,31.5,-0.676602903
200,3,P,Y,25,31,PY,2,SLOW,13.1699886,0.131699886,17241.09367,26.30822258,28,-0.932945776
200,4,N,Y,14,20,NY,2,SLOW,13.1699886,0.131699886,17241.09367,26.30822258,17,-0.932945776
201,1,P,B,60,67,PB,2,SLOW,15.8398524,0.158398524,2573.195,3.926443885,63.5,-0.656304743
201,2,N,B,0,0,NB,3,SLOW,15.8398524,0.158398524,2573.195,3.926443885,0,-0.656304743
201,3,P,Y,12,16,PY,2,SLOW,7.3890764,0.073890764,18031.83267,27.51481295,14,-0.930487889
201,4,N,Y,57,61,NY,2,SLOW,7.3890764,0.073890764,18031.83267,27.51481295,59,-0.930487889
202,1,P,B,12,23,PB,2,SLOW,19.1828463,0.191828463,3153.931667,4.812591236,17.5,-0.700807984
202,2,N,B,80,86,NB,2,SLOW,19.1828463,0.191828463,3153.931667,4.812591236,83,-0.700807984
202,3,P,Y,5,6,PY,1,FAST,4.678739,0.04678739,12588.667,19.20907454,5.5,-0.90340157
202,4,N,Y,32,35,NY,2,SLOW,4.678739,0.04678739,12588.667,19.20907454,33.5,-0.90340157
203,1,P,B,11,22,PB,2,SLOW,29.6571773,0.296571773,4346.148667,6.631797767,16.5,-0.698973367
203,2,N,B,15,98,NB,2,SLOW,29.6571773,0.296571773,4346.148667,6.631797767,56.5,-0.698973367
203,3,P,Y,36,38,PY,2,SLOW,6.6524391,0.066524391,22021.563,33.6027512,37,-0.921690129
203,4,N,Y,38,51,NY,2,SLOW,6.6524391,0.066524391,22021.563,33.6027512,44.5,-0.921690129
204,1,P,B,64,67,PB,2,SLOW,21.0091017,0.210091017,1785.807667,2.724967829,65.5,-0.449730142
204,2,N,B,118,143,NB,2,SLOW,21.0091017,0.210091017,1785.807667,2.724967829,130.5,-0.449730142
204,3,P,Y,89,91,PY,2,SLOW,2.6936471,0.026936471,16807.59667,25.64674856,90,-0.885007878
204,4,N,Y,94,96,NY,2,SLOW,2.6936471,0.026936471,16807.59667,25.64674856,95,-0.885007878
205,1,P,B,2,3,PB,1,FAST,20.2582077,0.202582077,1160.990333,1.771557692,2.5,-0.393942701
205,2,N,B,2,3,NB,1,FAST,20.2582077,0.202582077,1160.990333,1.771557692,2.5,-0.393942701
205,3,P,Y,2,4,PY,1,FAST,2.873266,0.02873266,11837.19733,18.06240533,3,-0.868958933
205,4,N,Y,21,22,NY,2,SLOW,2.873266,0.02873266,11837.19733,18.06240533,21.5,-0.868958933
206,1,P,B,8,23,PB,2,SLOW,14.1837937,0.141837937,1380.916,2.107142748,15.5,-0.358359653
206,2,N,B,6,24,NB,2,SLOW,14.1837937,0.141837937,1380.916,2.107142748,15,-0.358359653
206,3,P,Y,47,50,PY,2,SLOW,8.8753104,0.088753104,15805.262,24.11728389,48.5,-0.864789591
206,4,N,Y,18,22,NY,2,SLOW,8.8753104,0.088753104,15805.262,24.11728389,20,-0.864789591
207,1,P,B,9,13,PB,2,SLOW,21.5577097,0.215577097,1867.487,2.849602502,11,-0.459450061
207,2,N,B,27,34,NB,2,SLOW,21.5577097,0.215577097,1867.487,2.849602502,30.5,-0.459450061
207,3,P,Y,15,17,PY,2,SLOW,1.7208013,0.017208013,15629.39633,23.84893009,16,-0.876806297
207,4,N,Y,12,37,NY,2,SLOW,1.7208013,0.017208013,15629.39633,23.84893009,24.5,-0.876806297
208,1,P,B,6,10,PB,1,FAST,12.6670037,0.126670037,1145.052333,1.747237863,8,-0.297602143
208,2,N,B,8,26,NB,2,SLOW,12.6670037,0.126670037,1145.052333,1.747237863,17,-0.297602143
208,3,P,Y,23,25,PY,2,SLOW,10.3694871,0.103694871,15189.47433,23.17765215,24,-0.849026697
208,4,N,Y,15,27,NY,2,SLOW,10.3694871,0.103694871,15189.47433,23.17765215,21,-0.849026697
209,1,P,B,7,12,PB,1,FAST,24.4335564,0.244335564,1252.783,1.911624323,9.5,-0.344185816
209,2,N,B,34,51,NB,2,SLOW,24.4335564,0.244335564,1252.783,1.911624323,42.5,-0.344185816
209,3,P,Y,52,57,PY,2,SLOW,2.861752,0.02861752,15108.85867,23.05464052,54.5,-0.863653298
209,4,N,Y,56,63,NY,2,SLOW,2.861752,0.02861752,15108.85867,23.05464052,59.5,-0.863653298
